Name,Cases,Location
Central Maryland Correctional Facility,158,"Baltimore, Md."
Central Prison,158,"Raleigh, N.C."
Central Juvenile Hall,158,"Los Angeles, Calif."
Ingham County jail,158,"Mason, Mich."
Brookyln Correctional Center,157,"Brooklyn, Conn."
Johnson State Prison,157,"Wrightsville, Ga."
Prince George's County jail,157,"Upper Marlboro, Md."
Chesterfield County Jail,157,"Chesterfield, Va."
Fishkill Correctional Facility,156,"Fishkill, N.Y."
Lucas County jail,156,"Toledo, Ohio"
North Lake federal prison,156,"Baldwin, Mich."
Scott Unit prison,155,"Angleton, Texas"
Prairieland ICE facility,155,"Alvarado, Texas"
Fairbanks Correctional Center,154,"Fairbanks, Alaska"
New River Correctional Institution,154,"Raiford, Fla."
Lee Arrendale State Prison,154,"Alto, Ga."
Franklin Correctional Center,154,"Bunn, N.C."
Ohio State Penitentiary,154,"Youngstown, Ohio"
Santiam Correctional Institution,153,"Salem, Ore."
Denver Women's Correctional Facility,152,"Denver, Colo."
Hancock State Prison,152,"Sparta, Ga."
Lake Erie Correctional Institution,152,"Conneaut, Ohio"
Kershaw Correctional Institution,152,"Kershaw, S.C."
Clemens Unit prison,152,"Brazoria, Texas"
East Baton Rouge Parish jail,152,"Baton Rouge, La."
Northeast Arkansas Community Corrections,151,"Osceola, Ark."
Niagara County jail,151,"Lockport, N.Y."
Putnam Correctional Institution,150,"East Palatka, Fla."
Omaha Correctional Center,150,"Omaha, Neb."
Valley Street Jail,150,"Manchester, N.H."
Santa Fe County Adult Correctional Facility,150,"Santa Fe, N.M."
Valdosta State Prison,149,"Valdosta, Ga."
Southwestern Illinois Correctional Center,149,"East Saint Louis, Ill."
Anson Correctional Institution,149,"Polkton, N.C."
Garza East Transfer Facility prison,149,"Beeville, Texas"
Cecil County jail,149,"Elkton, Md."
Centre County jail,149,"Bellefonte, Pa."
Mid-State Correctional Facility,148,"Marcy, N.Y."
Camille Graham Correctional Institute,148,"Columbia, S.C."
Strafford County House of Corrections,148,"Dover, N.H."
Maury Correctional Institution,147,"Maury, N.C."
Mendocino County Jail,147,"Ukiah, Calif."
Clark County Jail,147,"Vancouver, Wash."
New Hanover Correctional Center,146,"Wilmington, N.C."
Brevard County jail,146,"Cocoa, Fla."
Halifax Correctional Unit,145,"South Boston, Va."
Bergen County Jail,145,"Hackensack, N.J."
Wake Correctional Center,144,"Raleigh, N.C."
Lockhart Correctional Facility,143,"Lockhart, Texas"
Nidorf Juvenile Hall,143,"Sylmar, Calif."
Macomb County jail,143,"Mount Clemens, Mich."
Civil Commitment Unit for Sexual Offenders,142,"Cherokee, Iowa"
Ellen Halbert Unit prison,142,"Burnet, Texas"
Calhoun County Jail,142,"Battle Creek, Mich."
Montana Women's Prison,141,"Billings, Mont."
Saint Tammany Parish jail,141,"Covington, Louisiana"
Cumberland County Jail,141,"Fayetteville, N.C."
Chester County jail,141,"West Chester, Pa."
Blount County jail,141,"Maryville, Tenn."
Ector County Detention Center,141,"Odessa, Texas"
Women's Therapeutic Residential Center prison,140,"Henning, Tenn."
Curry County Adult Detention Centers,140,"Clovis, N.M."
Fort Stockton Transfer Facility prison,139,"Fort Stockton, Texas"
Marshall County jail,139,"Plymouth, Ind."
Woodland Center Correctional Facility,138,"Whitmore Lake, Mich."
Harrison County jail,138,"Gulfport, Miss."
Saint Anthony Work Camp,137,"St. Anthony, Idaho"
Evins Regional Juvenile Center,137,"Edinburg, Texas"
Johnson County jail,137,"Franklin, Ind."
Saint Louis County jail,136,"Clayton, Mo."
Mack Alford Correctional Center,135,"Stringtown, Okla."
Stevenson Unit prison,135,"Cuero, Texas"
Rappahannock Shenandoah Warren Regional Jail,135,"Front Royal, Va."
Montgomery federal prison camp,135,"Montgomery, Ala."
Autry State Prison,134,"Pelham, Ga."
Decatur Correctional Center,134,"Decatur, Ill."
Boyle County Jail,134,"Danville, Ky."
Val Verde County Jail,134,"Del Rio, Texas"
Danville City Jail,134,"Danville, Va."
J.B. Wheeler State Jail,133,"Plainview, Texas"
Bartholomew County jail,133,"Columbus, Ind."
Tippecanoe County jail,133,"Lafayette, Ind."
Southwest Arkansas Community Correction Center,132,"Texarkana, Ark."
Gowanda Correctional Facility,132,"Collins, N.Y."
Lee Correctional Institution,132,"Bishopville, S.C."
Barren County jail,132,"Glasgow, Ky."
Jackson County jail,132,"Kansas City, Mo."
Tutwiler women's prison,131,"Wetumpka, Ala."
Johnston Correctional Institution,131,"Smithfield, N.C."
Yellowstone County Detention Facility,131,"Billings , Mont."
Arkansas Juvenile Assessment and Treatment Center,130,"Alexander, Ark."
Hilltop Unit prison,130,"Gatesville, Texas"
Charles B. Webster Detention Center,130,"Augusta, Ga."
Lake County jail,130,"Crown Point, Ind."
Wilson County Jail,130,"Lebanon, Tenn."
East Boise Community Work Center,129,"Boise, Idaho"
Trenton Correctional Facility,129,"Trenton, S.C."
Huttonsville Correctional Center,129,"Huttonsville, W.Va."
Pike County jail,129,"Lords Valley, Pa."
Peoria County Jail,129,"Peoria, Ill."
Midland County Detention Center,129,"Midland, Texas"
Richwood ICE facility,129,"Monroe, La."
Massachusetts Correctional Institution- Framingham,128,"Framingham, Mass."
Forsyth Correctional Center,128,"Winston-Salem, N.C."
Dalhart Unit prison,128,"Dalhart, Texas"
Northern Correctional Facility,128,"Moundsville, W.Va."
Lane County jail,128,"Eugene, Ore."
Vigo County Jail,127,"Terre Haute, Ind."
Valencia County Adult Detention Center,127,"Los Lunas, N.M."
Pennington County jail,127,"Rapid City, S.D."
Florence McClure Women's Correctional Center,126,"North Las Vegas, Nev."
Auburn Correctional Facility,126,"Auburn, N.Y."
San Luis Obispo County Jail,126,"San Luis Obispo, Calif."
La Porte County jail,126,"La Porte, Ind."
Washington County Justice Center,125,"Akron, Colo."
Shawnee County jail,125,"Topeka, Kan."
Clinton County jail,125,"McElhattan, Pa."
Aliceville federal prison,125,"Aliceville, Ala."
Lunenburg Correctional Center,124,"Victoria, Va."
Athens-Clarke County jail,124,"Athens, Ga."
Robertson County Detention Facility,124,"Springfield, Tenn."
Ventress Correctional Facility,123,"Clayton, Ala."
Carroll-Montgomery County/Regional Correctional Facility,123,"Vaiden, Miss."
Sioux Falls Community Work Center prison,123,"Sioux Falls, S.D."
Collins Correctional Facility,122,"Town of Collins, N.Y."
Draper Correctional Facility,121,"Elmore, Ala."
Lake City Correctional Facility,121,"Lake City, Fla."
Pierre Community Work Release Center,121,"Pierre, S.D."
East Mesa Reentry Facility,121,"San Diego, Calif."
Collier County jails,121,"Naples, Fla."
Lake County jail,121,"Waukegan, Ill."
Davis County Jail,121,"Farmington, Utah"
Bryan federal prison camp,121,"Bryan, Texas"
New York Metropolitan Correctional Center federal prison,121,"New York, N.Y."
Loxley prison,120,"Loxley, Ala."
Staton Correctional Facility,120,"Elmore, Ala."
Delores J. Baylor Women's Correctional Institution,120,"New Castle, Del."
Greene Correctional Institution,120,"Maury, N.C."
Evans Correctional Institution,120,"Bennettsville, S.C."
Marion Correctional Treatment Center,120,"Marion, Va."
Will County jail,120,"Joliet, Ill."
Worcester County jail,120,"West Boylston, Mass."
Randolph County Detention Center,120,"Asheboro, N.C."
Florence ICE facility,120,"Florence, Ariz."
Easterling Correctional Facility,119,"Cilo, Ala."
McLaughlin Youth Center facility,119,"Anchorage, Alaska"
Red Rock Correctional Facility,119,"Eloy, Ariz."
Pendleton Juvenile Correctional Facility,119,"Pendleton, Ind."
Imperial County jail,119,"El Centro, Calif."
Ordnance Road jail,119,"Glen Burnie, Md."
Detention Center 1 and 2,119,"Brownsville, Texas"
Catahoula ICE facility,119,"Harrisonburg, La."
Charlotte Correctional Institution,118,"Punta Gorda, Fla."
Dan River Prison Work Farm,118,"Blanch, N.C."
Ron Jackson State Juvenile Correctional Complex,118,"Brownwood, Texas"
Hinds County jail,118,"Raymond, Miss."
Buffalo ICE Service Processing Center,118,"Batavia, N.Y."
Sheridan federal prison,118,"Sheridan, Ore."
North Alabama prison,117,"Decatur, Ala."
Bainbridge Probation Sustance Abuse Treatment Center prison,117,"Bainbridge, Ga."
Walton County Jail,117,"DeFuniak Springs, Fla."
Jackson Parish ICE facility,117,"Jonesboro, La."
Marion Correctional Institution,116,"Marion, N.C."
Weld County Jail,116,"Greeley, Colo."
Chautauqua County Jail,116,"Mayville, N.Y."
Telfair State Prison,115,"Helena, Ga."
Lawrenceville Correctional Center,115,"Lawrenceville, Va."
Woodbury County Jail,115,"Sioux City, Iowa"
Hart County jail,115,"Munfordville, Ky."
Dougherty County jail,114,"Albany, Ga."
Vermilion Parish jail,114,"Abbeville, Louisiana"
Mendota federal prison,114,"Mendota, Calif."
Caswell Correctional Center,113,"Blanch, N.C."
Hall County Jail,113,"Gainesville, Ga."
Franklin County Regional Jail,113,"Frankfort, Ky."
Nashua Street Jail,113,"Boston, Mass."
Cumberland County Jail,113,"Bridgeton, N.J."
Southern Regional Jail and Correctional Facility,113,"Beaver, W.Va."
Rutherford Correctional Center,112,"Spindale, N.C."
John R. Lindsey State Jail,112,"Jacksboro, Texas"
Manatee County Jail,112,"Palmetto, Fla."
Tom Green County Jail,112,"San Angelo, Texas"
Pulaski County ICE facility,112,"Ullin, Ill."
Lawton Correctional Facility,111,"Lawton, Okla."
LaRue County jail,111,"Hodgenville, Ky."
McKinley County Adult Detention Center,111,"Gallup, N.M."
Pioche Conservation Camp,110,"Pioche, Nev."
Indian Creek Correctional Center,110,"Chesapeake, Va."
Drug Abuse Correctional Center,110,"Oshkosh, Wis."
Kenton County jail,110,"Covington, Ky."
Mississippi State Penitentiary,109,"Parchman, Miss."
Pahrump jail,109,"Pahrump, Nev."
Wilcox State Prison,108,"Abbeville, Ga."
Morrison Correctional Institution,108,"Hoffman, N.C."
South Bay Detention Facility,108,"Chula Vista, Calif."
Larimer County Jail,108,"Fort Collins, Colo."
Kandiyohi County Jail,108,"Willmar, Minn."
Broome County jail,108,"Binghamton, N.Y."
South Central Regional Jail and Correctional Facility,108,"Charleston, W.Va."
Willard-Cybulski Correctional Institution,107,"Enfield, Conn."
Dooly State Prison,107,"Unadilla, Ga."
Pamlico Correctional Institution,107,"Bayboro, N.C."
Warner Creek Correctional Facility​,107,"Lakeview, Ore."
Turbeville Correctional Facility,107,"Turbeville, S.C."
Oliver J. Bell Unit prison,107,"Cleveland, Texas"
Morrow County jail,107,"Mount Gilead, Ohio"
Lycoming County jail,107,"Williamsport, Pa."
Wichita Work Release Facility prison,106,"Wichita, Kan."
Bridgeport Correctional Center,106,"Bridgeport, Texas"
Hamblen County Jail,106,"Morristown, Tenn."
Halifax County Adult Detention Center,106,"Halifax, Va."
Beauford H. Jester IV Unit prison,105,"Richmond, Texas"
Gainesville State School,105,"Gainesville, Texas"
Bingham County Jail,105,"Blackfoot, Idaho"
Marathon County jail,105,"Wausau, Wis."
Plummer Community Corrections Center,104,"Wilmington, Del."
Humboldt Conservation Camp prison,104,"Winnemucca, Nev."
Central Mississippi Correctional Facility,103,"Pearl, Miss."
Shawangunk Correctional Facility,103,"Shawangunk, N.Y."
Foothills Correctional Institution,103,"Morganton, N.C."
Northwest State Correctional Facility,103,"Swanton, Vt."
York County Detention Center,103,"York, S.C."
Macon State Prison,102,"Oglethorpe, Ga."
Florence ICE Service Processing Center,102,"Florence, Ariz."
Bertie Correctional Institution,101,"Windsor, N.C."
Missouri River Correctional Center,101,"Bismarck, N.D."
Madison County Jail,101,"Edwardsville, Ill."
Bourbon County jail,101,"Paris, Ky."
Lincoln County Detention Center,101,"Carrizozo, N.M."
New Hanover County Detention Facility,101,"Castle Hayne, N.C."
Mississippi County Work Release Center prison,100,"Luxora, Ark."
Virginia Correctional Center for Women,100,"Goochland, Va."
Harnett County Detention Center,100,"Lillington, N.C."
Monroe County jail,100,"Stroudsburg, Pa."
Giles W. Dalby federal prison,100,"Post, Texas"
Maryville Treatment Center prison,99,"Maryville, Mo."
Sullivan Correctional Facility,99,"Fallsburg, N.Y."
Eastern Correctional Institution,99,"Maury, N.C."
Bon Air Juvenile Correctional Center,99,"Richmond, Va."
Jefferson County Detention Facility,99,"Golden, Colo."
Houston County Detention Center,99,"Perry, Ga."
Walker State Prison,98,"Rock Spring, Ga."
Goodman Correctional Institution,98,"Columbia, S.C."
Ridgeland Correctional Facility,98,"Ridgeland, S.C."
Mark Luttrell Transition Center prison,98,"Memphis, Tenn."
Winnebago County Jail,98,"Rockford, Ill."
East Central Arkansas Community Correction Center-- Women's Unit,97,"West Memphis, Ark."
Okaloosa Correctional Institution,97,"Crestview, Fla."
Diagnostic & Evaluation Center prison,97,"Lincoln, Neb."
Whiteville Correctional Facility,97,"Whiteville, Tenn."
Northumberland County jail,97,"Coal Township, Pa."
Lexington County Detention Center,97,"Lexington, S.C."
Otisville federal prison,97,"Otisville, N.Y."
Ware State Prison,96,"Waycross, Ga."
Joe Kegans State Jail,96,"Houston, Texas"
Maui Community Correctional Center,96,"Wailuku, Hawaii"
Calhoun State Prison,95,"Morgan, Ga."
Southeast State Correctional Complex,95,"Wheelwright, Ky."
South Dakota Women's Prison,95,"Pierre, S.D."
Surry County Jail,95,"Dobson, N.C."
Winnebago County Jail,95,"Oshkosh, Wis."
Alex City Work Release prison,94,"Alex City, Ala."
Heritage Trail Correctional Facility,94,"Plainfield, Ind."
Marshall County Correctional Facillity,94,"Holly Springs, Miss."
Canadian County Detention Center,94,"El Reno, Okla."
Minnehaha County jail,94,"Sioux Falls, S.D."
Limestone County ICE facility,94,"Groesbeck, Texas"
Pensacola federal prison camp,94,"Pensacola, Fla."
Fayette County jail,93,"Uniontown, Pa."
Madison County jail,93,"Jackson, Tenn."
Henrico County Regional Jail East,93,"Barhamsville, Va."
LaSalle ICE Processing Center - Jena,93,"Jena, Ala."
Murphysboro Life Skills Re-Entry Center,92,"Murphysboro, Ill."
Ogdensburg Correctional Facility,92,"Ogdensburg, N.Y."
Davis Correctional Facility,92,"Holdenville, Okla."
Winnebago Correctional Center,92,"Winnebago, Wis."
Kansas Juvenile Correctional Complex,91,"Topeka, Kan."
Stark County jail,91,"Canton, Ohio"
Work Site – Los Angeles County,90,"Los Angeles County, Calif."
Treutlen Probation Detention Center,90,"Soperton, Ga."
Detroit Reentry Center prison,90,"Detroit, Mich."
Minnesota Correctional Facility – Willow River,90,"Willow River, Minn."
Clyde M. Johnston Unit prison,90,"Winnsboro, Texas"
Vance Unit prison,90,"Richmond, Texas"
Saginaw County Jail,90,"Saginaw, Mich."
Aiken County Detention Center,90,"Aiken, S.C."
Hamilton Aged and Infirmed prison,89,"Hamilton, Ala."
​Joliet Treatment Center,89,"Joliet, Ill."
Baltimore City Juvenile Justice Center,89,"Baltimore, Md."
Carlin Conservation Camp,89,"Carlin, Nev."
Powder River Correctional Facility,89,"Baker City, Ore."
Dearborn County Law Enforcement Center,89,"Lawrenceburg, Ind."
Potter County Detention Center,89,"Amarillo , Texas"
Central State Prison,88,"Macon, Ga."
Chain O'Lakes Correctional Facility,88,"Albion, Ind."
Powell County jail,88,"Stanton, Ky."
Racine County jail,88,"Racine, Wis."
DeKalb County Jail,87,"Fort Payne, Ala."
Mohave County jail,87,"Kingman, Ariz."
Bartow County jail,87,"Cartersville, Ga."
Bradley County jail,87,"Cleveland, Tenn."
Pine Prairie ICE Processing Center,87,"Pine Prairie, La."
Bleckley Probation Substance Abuse Treatment Center,86,"Cochran, Ga."
Worcester County Jail,86,"Snow Hill, Md."
Cattaraugus County Jail,86,"Little Valley, N.Y."
Washington County/Regional Correctional Facility,85,"Greenville, Miss."
Bedford Hills Correctional Facility,85,"Bedford, N.Y."
Pinal County jail,85,"Florence, Ariz."
Miller County Jail,85,"Texarkana, Ark."
Cass County Jail,85,"Fargo, N.D."
Portage County jail,85,"Ravenna, Ohio"
Coweta County prison,84,"Newnan, Ga."
Boys State Training School,84,"Eldora, Iowa"
Robeson prison,84,"Lumberton, N.C."
Red Onion State Prison,84,"Pound, Va."
Pottawattamie County Jail,84,"Council Bluffs, Iowa"
Chase County jail,84,"Cottonwood Falls, Kan."
Kootenai County Jail,84,"Coeur d'Alene, Idaho"
Lewis and Clark County Jail,84,"Helena, Mont."
Burlington County Jail,84,"Mount Holly, N.J."
Bowie County jail,84,"Texarkana, Texas"
Hays State Prison,83,"Trion, Ga."
Southport Correctional Facility,83,"Southport, N.Y."
Nassau County jail,83,"Yulee, Fla."
Advantage Treatment Center prison-Logan County,82,"Sterling, Colo."
Baldwin State Prison,82,"Hardwick, Ga."
Las Colinas Detention and Re-Entry Facility,82,"Santee, Calif."
Dubuque County Jail,82,"Dubuque, Iowa"
Pottawattamie County Jail,82,"Council Bluffs, Iowa"
Eddy County Detention Center,82,"Carlsbad, N.M."
Piedmont Regional Jail,82,"Farmville, Va."
South Boise Women's Correctional Center,81,"Kuna, Idaho"
McCormick Correctional Institute,81,"McCormick, S.C."
Ernestine Glossbrenner Unit prison,81,"San Diego, Texas"
Morris County Correctional Facility,81,"Morristown, N.J."
Summit County jail,81,"Akron, Ohio"
Minnesota Correctional Facility – Shakopee,80,"Shakopee, Minn."
Pasquotank Correctional Institution,80,"Elizabeth City, N.C."
McNaughton Correctional Center,80,"Tomahawk, Wis."
Cass County jail,80,"Logansport, Ind."
Butler County Jail,80,"Morgantown, Ky."
Clay County jail,80,"Manchester, Ky."
Nampa Community Reentry Center,79,"Nampa, Idaho"
Wells Conservation Camp prison,79,"Wells, Nev."
Carteret Correctional Center,79,"Newport, N.C."
Allegany County jail,79,"Cumberland, Md."
Kent County Jail,79,"Grand Rapids, Mich."
Dutchess County Jail,79,"Poughkeepsie, N.Y."
Seneca County jail,79,"Tiffin, Ohio"
Roberts Road Residential Facility,78,"Colorado Springs, Colo."
Georgia State Prison,78,"Reidsville, Ga."
Paulding Residential Substance Abuse Treatment prison,78,"Dallas, Ga."
Gloria McDonald prison,78,"Cranston, R.I."
Haskell County jail,78,"Haskell, Texas"
Linn County Jail,78,"Cedar Rapids, Iowa"
Finney County Jail,78,"Garden City, Kansas"
Cache County Jail,77,"Logan, Utah"
Fountain Correctional Facility,76,"Atmore, Ala."
Lee State Prison,76,"Leesburg, Ga."
Gaston Correctional Center,76,"Dallas, N.C."
Sandoval County Jail,76,"Bernalillo, N.M."
Idaho Falls Community Reentry Center,75,"Idaho Falls, Idaho"
Massachusetts Alcohol and Substance Abuse Center,75,"Plymouth, Mass."
Assessment and Transition prison,75,"Anaconda, Mont."
Wallkill Correctional Facility,75,"Wallkill, N.Y."
Yavapai County jail,75,"Camp Verde, Ariz."
Boulder County Jail,75,"Boulder, Colo."
Wayne County jail,75,"Monticello, Ky."
Central Virginia Regional Jail,75,"Orange, Va."
Leake County Correctional Facility,74,"Carthage, Miss."
Cold Springs Correctional Unit #10,74,"Greenville, Va."
Caroline ICE facility,74,"Bowling Green, Va."
Northwest Arkansas Work Release prison,73,"Springdale, Ark."
Ventura Youth Correctional Facility,73,"Camarillo, Calif."
Gwinnett County Correctional Institution,73,"Lawrenceville, Ga."
West Central Integrated Treatment Facility,73,"Zebulon, Ga."
Souza Baranowski Correctional Center,73,"Shirley, Mass."
Eastern Correctional Facility,73,"Napanoch, N.Y."
Watertown Correctional Facility,73,"Watertown, N.Y."
Willacy County State Jail,73,"Raymondville, Texas"
York County Jail,73,"Alfred, Maine"
Lancaster County jail,73,"Lincoln , Neb."
Hamilton County Justice Center,73,"Cincinnati, Ohio"
Holman Correctional Facility,72,"Atmore, Ala."
Dodge State Prison,72,"Chester, Ga."
Illinois Youth Center-Saint Charles,72,"Saint Charles, Ill."
Orange Correctional Center,72,"Hillsborough, N.C."
Patrick Henry Correctional Unit,72,"Ridgeway, Va."
West Detention Center,72,"Belle Glade, Fla."
Madison County jail,72,"Richmond, Ky."
William E. Donaldson Correctional Facility,71,"Bessemer, Ala."
McHenry County Jail,71,"Woodstock, Ill."
Porter County jail,71,"Valparaiso, Ind."
Butler County jail,71,"El Dorado, Kan."
Schenectady County jail,71,"Schenecdaty, N.Y."
Warren County jail,71,"Lebanon, Ohio"
Brown County jail,71,"Green Bay, Wis."
Irwin County ICE facility,71,"Ocilla, Ga."
Kewanee Life Skills Re-Entry Center,70,"Kewanee, Ill."
Otisville Correctional Facility,70,"Mount Hope, N.Y."
Diboll Correctional Center,70,"Diboll, Texas"
Hendry County Jail,70,"LaBelle, Fla."
Floyd County Jail,70,"Prestonsburg, kentucky"
Nelson County Jail,70,"Bardstown, Ky."
Schuylkill County jail,70,"Pottsville, Pa."
Kilby Correctional Facility,69,"Mount Meigs, Ala."
Mat-Su pretrial facility,69,"Palmer, Alaska"
Central Arizona Correctional Facility,69,"Florence, Ariz."
Work Site – San Bernardino County,69,"San Bernardino, Calif."
Washington Correctional Facility,69,"Comstock, N.Y."
Sebastian County jail,69,"Fort Smith, Ark."
Floyd County jail,69,"Rome, Ga."
Denver Reception and Diagnostic Center prison,68,"Denver, Colo."
Turner Residential Substance Abuse Treatment prison,68,"Sycamore, Ga."
Orleans Correctional Facility,68,"Albion, N.Y."
Hardin County jail,68,"Elizabethtown, Ky."
Nash County Detention Center,68,"Nashville, N.C."
Ellis County jail,68,"Waxahachie, Texas"
Northern Correctional Institution,67,"Somers, Conn."
Baker jail,67,"Raleigh, N.C."
Kleberg County Detention Center,67,"Kingsvillle, Texas"
Sing Sing Correctional Facility,66,"Ossining, N.Y."
Columbiana County jail,66,"Lisbon, Ohio"
Clinton County ICE facility,66,"McElhattan, Pa."
Hale Creek Correctional Facility,65,"Johnstown, N.Y."
Lakeview Shock Incarceration Correctional Facility,65,"Brocton, N.Y."
Sanger B. Powers Correctional Center,65,"Oneida, Wis."
Tazewell County jail,65,"Pekin, Ill."
Eden ICE facility,65,"Eden, Texas"
Northern Nevada transitional prison housing,63,"Reno, Nev."
Fortitute Treatment Center,63,"Salt Lake City, Utah"
Gibson County jail,63,"Princeton, Ind."
Howard County jail,63,"Jessup, Md."
Saint Clair County jail,63,"Osceola, Mo."
Gaston County Jail,63,"Gastonia, N.C."
Torrance County ICE facility,63,"Estancia, N.M."
Jean Conservation Camp prison,62,"Jean, Nev."
Allendale Correctional Institute,62,"Allendale, S.C."
Iowa Correctional Institution for Women,61,"Mitchellville, Iowa"
Central Virginia Correctional Unit #13,61,"Chesterfield, Va."
Denmar Correctional Center,61,"Hillsboro, W.Va."
Rockdale County jail,61,"Conyers, Ga."
Ulster Correctional Facility,60,"Napanoch, N.Y."
John C. Burke Correctional Center,60,"Waupun, Wis."
Durham County jail,60,"Durham, N.C."
Mesa Verde ICE Processing Facility,60,"Bakersfield, Calif."
Martin Correctional Institution,59,"Indiantown, Fla."
Jim E. Hamilton Correctional Center,59,"Hodgen, Okla."
Gordon Correctional Center,59,"Gordon, Wis."
Cochise County jails,59,"Bisbee, Ariz."
Oneida County jail,59,"Oriskany, N.Y."
Onslow County Detention Center,59,"Jacksonville, N.C."
Orangeburg-Calhoun Regional Detention Center,59,"Orangeburg, S.C."
Missouri Hills Youth Center,58,"Saint Louis, Mo."
Ulster County Jail,58,"Kingston, N.Y."
Josephine County Jail,58,"Grants Pass, Ore."
Mount View Youth Services Center facility,57,"Lakewood, Colo."
Appalachian Men's Detention Center,57,"Honaker, Va."
Carroll County jail,57,"Carrollton, Ky."
Elko County jail,57,"Elko, Nev."
River ICE facility,57,"Ferriday, La."
Youth Detention Center,56,"Baltimore, Md."
Hogan Street Youth Center,56,"Saint Louis, Mo."
Northeast Reintegration Center prison,56,"Cleveland, Ohio"
Billy Moore Correctional Center,56,"Overton, Texas"
DeSoto County jail,56,"Hernando, Miss."
Boone County jail,56,"Columbia, Mo."
Medina County jail,56,"Medina, Ohio"
Walton Academy,55,"DeFuniak Springs, Fla."
Emanuel Women's Facility prison,55,"Swainsboro, Ga."
Pocatello Women's Correctional Center,55,"Pocatello, Idaho"
Crawford County jail,55,"Saegertown, Pa."
Bedford Adult Detention Center,55,"Bedford, Va."
Rutledge State Prison,54,"Columbus, Ga."
Southern Correctional Institution,54,"Troy, N.C."
Cimarron Correctional Facility,54,"Cushing, Okla."
Enid Community Corrections Center,54,"Enid, Okla."
Mill Creek Correctional Facility,54,"Salem, Ore."
South Dakota Women's Prison Unit E,54,"Pierre, S.D."
Pruntytown Correctional Center,54,"Grafton, W.Va."
Campbell County Adult Detention Center,54,"Rustburg, Va."
Harnett Correctional Institution,53,"Lillington, N.C."
Swannanoa Correctional Center for Women,53,"Black Mountain, N.C."
Santa Cruz County jail,53,"Santa Cruz, Calif."
Simpson County jail,53,"Franklin, Ky."
Robeson County Detention Center,53,"Lumberton, N.C."
Palm Beach Youth Academy,52,"West Palm Beach, Fla."
Burruss Correctional Training Center prison,52,"Forsyth, Ga."
Washington State Prison,52,"Davisboro, Ga."
Logansport Juvenile Correctional Facility,52,"Logansport, Ind."
Issaquena County Regional Correctional Facility,52,"Mayersville, Miss."
Bo Robinson Assessment and Treatment center prison,52,"Mercer County, N.J."
Downstate Correctional Facility,52,"Fishkill, N.Y."
Black River Correctional Center,52,"Black River, Wis."
Jennifer Road jail,52,"Annapolis, Md."
Pitt County Detention Center,52,"Greenville, N.C."
Morgan County Jail,52,"Wartburg, Tenn."
Old County Jail,52,"Brownsville, Texas"
Guaynabo federal prison,52,"Guaynabo, P.R."
Hutchins federal prison halfway house,52,"Hutchins, Texas"
Okaloosa Youth Academy,51,"Crestview, Fla."
Copper Lake School and Lincoln Hills School,51,"Irma, Wis."
Sangamon County Jail,51,"Springfield, Ill."
Edgecombe County jail,51,"Tarboro, N.C."
Washington County jail,51,"Marietta, Ohio"
Fannin County jail,51,"Bonham , Texas"
Whatcom County Jail,51,"Bellingham, Wash."
Joe Corley ICE facility,51,"Conroe, Texas"
McEver Probation Detention Center,50,"Perry, Ga."
Kansas City Reentry Center prison,50,"Kansas City, Mo."
Guadalupe County jail,50,"Seguin, Texas"